product_id,product_name,brand_id,brand_name,seller_id,seller_name,price_current,price_original,sold_count,review_count,in_stock,rating_score,location,product_url,snapshot_date
P-An-Po-66,Anker Power Bank,B-Anker,Anker,S-5,Anker Official Store,718612.53,840501.4,1490,718,True,4.85,Vietnam,,2026-03-01
P-Lo-Wi-67,Logitech Wireless Mouse,B-Logitech,Logitech,S-1,Logitech Official Store,471765.96,508286.63,4176,689,True,4.61,Thailand,,2026-03-01
P-Lo-Wi-68,Logitech Wireless Mouse,B-Logitech,Logitech,S-34,Logitech Official Store,452714.16,546897.04,4563,2170,True,4.83,Thailand,,2026-03-01
P-Pa-Cl-69,Paula's Choice Cleanser,B-Paula's Choice,Paula's Choice,S-30,Paula's Choice Official Store,626725.49,809123.07,4888,1853,True,4.59,Thailand,,2026-03-01
P-JB-He-70,JBL Headphones,B-JBL,JBL,S-34,JBL Official Store,1425058.43,1507974.04,1359,2150,True,4.64,Thailand,,2026-03-01
P-An-Ch-71,Anker Charger,B-Anker,Anker,S-38,Anker Official Store,488614.46,597766.62,1388,1024,True,4.3,Malaysia,,2026-03-01
P-Pa-Mo-72,Paula's Choice Moisturizer,B-Paula's Choice,Paula's Choice,S-24,Paula's Choice Official Store,778623.59,850497.11,4194,2105,True,4.35,Vietnam,,2026-03-01
P-An-Ch-73,Anker Charger,B-Anker,Anker,S-23,Anker Official Store,495127.96,515547.89,3475,1940,True,4.64,Malaysia,,2026-03-01
P-Ne-Co-74,Nestle Coffee,B-Nestle,Nestle,S-19,Nestle Official Store,180946.46,233868.03,4729,686,True,4.18,Malaysia,,2026-03-01
P-JB-Ea-75,JBL Earbuds,B-JBL,JBL,S-12,JBL Official Store,1592514.28,1862666.15,2423,1973,True,4.5,Vietnam,,2026-03-01
P-JB-Bl-76,JBL Bluetooth Speaker,B-JBL,JBL,S-30,JBL Official Store,1791031.2,2171768.11,4232,52,True,4.06,Vietnam,,2026-03-01
P-Pa-Cl-77,Paula's Choice Cleanser,B-Paula's Choice,Paula's Choice,S-15,Paula's Choice Official Store,583449.84,692693.74,332,643,True,4.92,Vietnam,,2026-03-01
P-Pa-Mo-78,Paula's Choice Moisturizer,B-Paula's Choice,Paula's Choice,S-7,Paula's Choice Official Store,950216.68,978980.97,1676,923,True,4.51,Thailand,,2026-03-01
P-Ne-Co-79,Nestle Coffee,B-Nestle,Nestle,S-35,Nestle Official Store,174700.4,200080.09,1936,1220,True,4.27,Thailand,,2026-03-01
P-JB-Ea-80,JBL Earbuds,B-JBL,JBL,S-44,JBL Official Store,1232593.79,1370273.6,4662,2197,True,4.34,Malaysia,,2026-03-01
P-Lo-Ke-81,Logitech Keyboard,B-Logitech,Logitech,S-18,Logitech Official Store,785807.26,944281.32,2188,2280,True,4.54,Malaysia,,2026-03-01
P-Pa-Mo-82,Paula's Choice Moisturizer,B-Paula's Choice,Paula's Choice,S-26,Paula's Choice Official Store,613012.76,683193.6,1791,1980,True,4.5,Vietnam,,2026-03-01
P-JB-He-83,JBL Headphones,B-JBL,JBL,S-21,JBL Official Store,1818657.1,1858866.92,1763,1610,True,4.25,Vietnam,,2026-03-01
P-Ne-Ce-84,Nestle Cereal,B-Nestle,Nestle,S-15,Nestle Official Store,153164.31,195571.03,675,122,True,4.26,Malaysia,,2026-03-01
P-An-US-85,Anker USB-C Cable,B-Anker,Anker,S-11,Anker Official Store,278775.15,340431.31,1171,1815,True,4.2,Vietnam,,2026-03-01
P-Ne-Co-86,Nestle Coffee,B-Nestle,Nestle,S-11,Nestle Official Store,202645.07,211650.87,2056,2311,True,4.05,Malaysia,,2026-03-01
P-Pa-Se-87,Paula's Choice Serum,B-Paula's Choice,Paula's Choice,S-44,Paula's Choice Official Store,986436.83,1023669.88,2090,1196,True,4.81,Vietnam,,2026-03-01
P-Lo-We-88,Logitech Webcam,B-Logitech,Logitech,S-31,Logitech Official Store,1465352.13,1820555.01,1634,2370,True,4.75,Vietnam,,2026-03-01
P-Pa-Se-89,Paula's Choice Serum,B-Paula's Choice,Paula's Choice,S-9,Paula's Choice Official Store,837034.28,1025068.08,2665,1575,True,4.93,Vietnam,,2026-03-01
P-Ne-Co-90,Nestle Coffee,B-Nestle,Nestle,S-21,Nestle Official Store,167605.82,178638.25,2928,82,True,4.52,Malaysia,,2026-03-01
P-Ne-Co-91,Nestle Coffee,B-Nestle,Nestle,S-18,Nestle Official Store,193167.23,228850.21,2373,1868,True,4.44,Vietnam,,2026-03-01
P-An-Po-92,Anker Power Bank,B-Anker,Anker,S-17,Anker Official Store,529492.04,625698.71,1278,507,True,4.53,Thailand,,2026-03-01
P-JB-Bl-93,JBL Bluetooth Speaker,B-JBL,JBL,S-6,JBL Official Store,2157786.77,2271569.99,2656,2443,True,4.73,Malaysia,,2026-03-01
P-Pa-Mo-94,Paula's Choice Moisturizer,B-Paula's Choice,Paula's Choice,S-36,Paula's Choice Official Store,841535.12,1068993.58,2234,1125,True,4.71,Malaysia,,2026-03-01
P-An-Ch-95,Anker Charger,B-Anker,Anker,S-22,Anker Official Store,590949.59,608317.06,1887,521,True,4.88,Vietnam,,2026-03-01
P-Lo-Ke-96,Logitech Keyboard,B-Logitech,Logitech,S-15,Logitech Official Store,649277.37,745344.49,3258,2099,True,4.41,Thailand,,2026-03-01
P-JB-Ea-97,JBL Earbuds,B-JBL,JBL,S-36,JBL Official Store,1518266.59,1821193.17,823,1839,True,4.6,Malaysia,,2026-03-01
P-Ne-Ch-98,Nestle Chocolate Drink,B-Nestle,Nestle,S-47,Nestle Official Store,132688.7,150235.24,375,2354,True,4.61,Thailand,,2026-03-01
P-Pa-Cl-99,Paula's Choice Cleanser,B-Paula's Choice,Paula's Choice,S-33,Paula's Choice Official Store,718553.53,753203.97,1669,832,True,4.59,Thailand,,2026-03-01
P-Ne-Co-100,Nestle Coffee,B-Nestle,Nestle,S-9,Nestle Official Store,163710.55,193401.21,4176,1435,True,4.12,Vietnam,,2026-03-01
P-JB-He-101,JBL Headphones,B-JBL,JBL,S-23,JBL Official Store,1693131.6,2124696.39,2902,1859,True,4.31,Thailand,,2026-03-01
P-An-Ch-102,Anker Charger,B-Anker,Anker,S-26,Anker Official Store,532140.37,573414.43,604,2296,True,4.54,Vietnam,,2026-03-01
P-An-US-103,Anker USB-C Cable,B-Anker,Anker,S-27,Anker Official Store,230122.78,264732.34,447,2399,True,4.45,Thailand,,2026-03-01
P-An-Ch-104,Anker Charger,B-Anker,Anker,S-6,Anker Official Store,436923.63,506631.72,3602,1884,True,4.31,Malaysia,,2026-03-01
P-JB-Bl-105,JBL Bluetooth Speaker,B-JBL,JBL,S-28,JBL Official Store,1742045.22,2085287.36,3150,971,True,4.98,Malaysia,,2026-03-01
P-Lo-Wi-106,Logitech Wireless Mouse,B-Logitech,Logitech,S-7,Logitech Official Store,506634.81,542935.0,1822,1764,True,4.07,Thailand,,2026-03-01
P-An-Ch-107,Anker Charger,B-Anker,Anker,S-30,Anker Official Store,515328.99,576049.36,2362,433,True,4.38,Malaysia,,2026-03-01
P-An-US-108,Anker USB-C Cable,B-Anker,Anker,S-28,Anker Official Store,242466.52,282917.04,2191,1706,True,4.77,Vietnam,,2026-03-01
P-Ne-Co-109,Nestle Coffee,B-Nestle,Nestle,S-3,Nestle Official Store,215602.41,224472.49,4925,782,True,4.27,Vietnam,,2026-03-01
P-Pa-Cl-110,Paula's Choice Cleanser,B-Paula's Choice,Paula's Choice,S-3,Paula's Choice Official Store,630273.79,740245.43,2520,1795,True,4.02,Malaysia,,2026-03-01
P-Lo-We-111,Logitech Webcam,B-Logitech,Logitech,S-33,Logitech Official Store,1243866.37,1330927.69,3705,1292,True,4.1,Vietnam,,2026-03-01
P-An-Po-112,Anker Power Bank,B-Anker,Anker,S-7,Anker Official Store,646913.34,822210.05,4455,779,True,4.74,Thailand,,2026-03-01
P-JB-Bl-113,JBL Bluetooth Speaker,B-JBL,JBL,S-29,JBL Official Store,1608503.08,2035406.78,4207,518,True,4.91,Vietnam,,2026-03-01
P-JB-Bl-114,JBL Bluetooth Speaker,B-JBL,JBL,S-20,JBL Official Store,1703636.77,1754036.94,834,938,True,4.77,Thailand,,2026-03-01
P-Lo-Ke-115,Logitech Keyboard,B-Logitech,Logitech,S-22,Logitech Official Store,968609.16,1067843.56,1417,1308,True,4.11,Vietnam,,2026-03-01
P-An-US-116,Anker USB-C Cable,B-Anker,Anker,S-14,Anker Official Store,240128.72,246442.04,4646,241,True,4.4,Malaysia,,2026-03-01
P-Lo-Ke-117,Logitech Keyboard,B-Logitech,Logitech,S-4,Logitech Official Store,999006.87,1252535.3,471,2081,True,4.17,Thailand,,2026-03-01
P-JB-Bl-118,JBL Bluetooth Speaker,B-JBL,JBL,S-25,JBL Official Store,1480286.29,1739587.8,4713,1627,True,4.11,Thailand,,2026-03-01
P-JB-Bl-119,JBL Bluetooth Speaker,B-JBL,JBL,S-27,JBL Official Store,1923238.15,2105214.08,4293,614,True,4.6,Vietnam,,2026-03-01
P-Lo-Wi-120,Logitech Wireless Mouse,B-Logitech,Logitech,S-46,Logitech Official Store,576485.09,653288.37,4255,1850,True,4.74,Malaysia,,2026-03-01
P-An-Po-121,Anker Power Bank,B-Anker,Anker,S-21,Anker Official Store,721936.3,785970.43,3880,1324,True,4.44,Malaysia,,2026-03-01
P-Ne-Co-122,Nestle Coffee,B-Nestle,Nestle,S-47,Nestle Official Store,192834.61,222395.02,2741,762,True,4.14,Malaysia,,2026-03-01
P-Lo-Ke-123,Logitech Keyboard,B-Logitech,Logitech,S-35,Logitech Official Store,688701.2,753049.26,3950,369,True,4.15,Malaysia,,2026-03-01
P-Lo-Ke-124,Logitech Keyboard,B-Logitech,Logitech,S-42,Logitech Official Store,846438.66,1026520.74,4150,1067,True,4.08,Thailand,,2026-03-01
P-Pa-Cl-125,Paula's Choice Cleanser,B-Paula's Choice,Paula's Choice,S-34,Paula's Choice Official Store,803894.82,881230.01,2352,1641,True,4.09,Malaysia,,2026-03-01
P-An-Po-126,Anker Power Bank,B-Anker,Anker,S-12,Anker Official Store,758034.43,883840.99,1371,220,True,4.76,Vietnam,,2026-03-01
P-JB-He-127,JBL Headphones,B-JBL,JBL,S-16,JBL Official Store,1806191.72,2208518.99,739,1228,True,4.25,Malaysia,,2026-03-01
P-Lo-We-128,Logitech Webcam,B-Logitech,Logitech,S-7,Logitech Official Store,1213523.79,1249328.65,4262,1526,True,4.42,Malaysia,,2026-03-01
P-JB-Ea-129,JBL Earbuds,B-JBL,JBL,S-39,JBL Official Store,1422667.96,1794513.45,3072,406,True,4.52,Malaysia,,2026-03-01
P-Lo-Ke-130,Logitech Keyboard,B-Logitech,Logitech,S-3,Logitech Official Store,947196.82,1093725.64,3013,187,True,4.4,Malaysia,,2026-03-01
P-Lo-Wi-131,Logitech Wireless Mouse,B-Logitech,Logitech,S-18,Logitech Official Store,392751.83,435660.24,4141,497,True,4.62,Thailand,,2026-03-01
P-Pa-Mo-132,Paula's Choice Moisturizer,B-Paula's Choice,Paula's Choice,S-35,Paula's Choice Official Store,787739.93,1010622.24,843,33,True,4.77,Malaysia,,2026-03-01
P-JB-Ea-133,JBL Earbuds,B-JBL,JBL,S-16,JBL Official Store,1590947.71,1836492.62,3541,1776,True,4.98,Vietnam,,2026-03-01
P-Pa-Se-134,Paula's Choice Serum,B-Paula's Choice,Paula's Choice,S-49,Paula's Choice Official Store,931533.02,1141161.58,2080,1170,True,4.3,Vietnam,,2026-03-01
P-Pa-Se-135,Paula's Choice Serum,B-Paula's Choice,Paula's Choice,S-48,Paula's Choice Official Store,700762.23,830368.48,734,2003,True,4.43,Thailand,,2026-03-01
P-Lo-Wi-136,Logitech Wireless Mouse,B-Logitech,Logitech,S-46,Logitech Official Store,490154.84,620611.08,3445,15,True,4.9,Malaysia,,2026-03-01
P-Pa-Cl-137,Paula's Choice Cleanser,B-Paula's Choice,Paula's Choice,S-8,Paula's Choice Official Store,588691.44,763843.17,914,1394,True,4.23,Malaysia,,2026-03-01
P-Pa-Cl-138,Paula's Choice Cleanser,B-Paula's Choice,Paula's Choice,S-23,Paula's Choice Official Store,687594.99,822595.89,2766,1549,True,4.93,Thailand,,2026-03-01
P-Pa-Cl-139,Paula's Choice Cleanser,B-Paula's Choice,Paula's Choice,S-35,Paula's Choice Official Store,690872.39,755030.49,2767,854,True,4.7,Vietnam,,2026-03-01
P-An-Ch-140,Anker Charger,B-Anker,Anker,S-4,Anker Official Store,530935.51,546737.34,1963,1385,True,4.09,Thailand,,2026-03-01
P-Lo-We-141,Logitech Webcam,B-Logitech,Logitech,S-9,Logitech Official Store,1194037.56,1261219.1,1248,925,True,4.85,Malaysia,,2026-03-01
P-Pa-Cl-142,Paula's Choice Cleanser,B-Paula's Choice,Paula's Choice,S-24,Paula's Choice Official Store,703450.62,734653.08,1004,42,True,4.26,Malaysia,,2026-03-01
P-JB-Ea-143,JBL Earbuds,B-JBL,JBL,S-48,JBL Official Store,1781929.53,1858005.34,3050,800,True,4.08,Thailand,,2026-03-01
P-Lo-Ke-144,Logitech Keyboard,B-Logitech,Logitech,S-40,Logitech Official Store,1151094.19,1439916.01,3960,2001,True,4.27,Vietnam,,2026-03-01
P-An-Po-145,Anker Power Bank,B-Anker,Anker,S-41,Anker Official Store,656797.72,829431.99,392,1721,True,4.68,Malaysia,,2026-03-01
P-An-US-146,Anker USB-C Cable,B-Anker,Anker,S-32,Anker Official Store,283237.46,289310.26,3538,1579,True,4.16,Malaysia,,2026-03-01
P-Ne-Ce-147,Nestle Cereal,B-Nestle,Nestle,S-12,Nestle Official Store,148304.1,182689.59,324,1990,True,4.29,Thailand,,2026-03-01
P-An-Po-148,Anker Power Bank,B-Anker,Anker,S-24,Anker Official Store,594605.17,712052.53,4800,1012,True,4.11,Vietnam,,2026-03-01
P-Pa-Cl-149,Paula's Choice Cleanser,B-Paula's Choice,Paula's Choice,S-15,Paula's Choice Official Store,710893.61,793161.21,1275,2089,True,4.1,Thailand,,2026-03-01
P-Ne-Ce-150,Nestle Cereal,B-Nestle,Nestle,S-1,Nestle Official Store,159092.48,193838.3,51,478,True,4.07,Malaysia,,2026-03-01
P-Pa-Se-151,Paula's Choice Serum,B-Paula's Choice,Paula's Choice,S-29,Paula's Choice Official Store,837097.99,1082013.53,4841,767,True,4.13,Thailand,,2026-03-01
P-JB-Bl-152,JBL Bluetooth Speaker,B-JBL,JBL,S-26,JBL Official Store,2172002.49,2630995.93,3583,1458,True,4.47,Vietnam,,2026-03-01
P-Ne-Co-153,Nestle Coffee,B-Nestle,Nestle,S-39,Nestle Official Store,178585.38,204728.2,3372,891,True,4.83,Malaysia,,2026-03-01
P-An-US-154,Anker USB-C Cable,B-Anker,Anker,S-17,Anker Official Store,286026.17,313631.32,3483,993,True,4.94,Malaysia,,2026-03-01
P-JB-Bl-155,JBL Bluetooth Speaker,B-JBL,JBL,S-5,JBL Official Store,2106550.81,2597011.33,4695,938,True,4.23,Thailand,,2026-03-01
P-JB-Bl-156,JBL Bluetooth Speaker,B-JBL,JBL,S-16,JBL Official Store,1548988.19,1954854.55,3640,1612,True,4.16,Vietnam,,2026-03-01
P-Lo-Wi-157,Logitech Wireless Mouse,B-Logitech,Logitech,S-15,Logitech Official Store,594582.72,735764.68,1080,1714,True,4.53,Vietnam,,2026-03-01
P-An-Po-158,Anker Power Bank,B-Anker,Anker,S-7,Anker Official Store,686554.25,700522.14,3374,1264,True,4.25,Vietnam,,2026-03-01
P-Lo-Ke-159,Logitech Keyboard,B-Logitech,Logitech,S-22,Logitech Official Store,723632.3,770690.93,146,2438,True,4.8,Vietnam,,2026-03-01
P-An-Po-160,Anker Power Bank,B-Anker,Anker,S-32,Anker Official Store,663018.95,787670.33,758,2048,True,4.78,Vietnam,,2026-03-01
P-An-US-161,Anker USB-C Cable,B-Anker,Anker,S-17,Anker Official Store,186904.05,196133.46,2966,1700,True,4.02,Malaysia,,2026-03-01
P-Ne-Co-162,Nestle Coffee,B-Nestle,Nestle,S-30,Nestle Official Store,181355.13,229796.79,947,2246,True,4.98,Thailand,,2026-03-01
P-Pa-Se-163,Paula's Choice Serum,B-Paula's Choice,Paula's Choice,S-34,Paula's Choice Official Store,819535.64,1019636.96,135,891,True,4.67,Thailand,,2026-03-01
P-An-Po-164,Anker Power Bank,B-Anker,Anker,S-31,Anker Official Store,717913.07,856218.51,1469,557,True,4.71,Malaysia,,2026-03-01
P-Pa-Se-165,Paula's Choice Serum,B-Paula's Choice,Paula's Choice,S-7,Paula's Choice Official Store,1000275.07,1191759.97,488,1112,True,4.55,Thailand,,2026-03-01
P-Pa-Se-166,Paula's Choice Serum,B-Paula's Choice,Paula's Choice,S-14,Paula's Choice Official Store,839520.3,894861.35,2164,1565,True,4.87,Thailand,,2026-03-01
P-Pa-Mo-167,Paula's Choice Moisturizer,B-Paula's Choice,Paula's Choice,S-45,Paula's Choice Official Store,777747.04,895693.26,1957,2361,True,4.66,Malaysia,,2026-03-01
